사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2018-04,분당선,1024,한티,28,1,1984,868,7862,7555,23558,23949,31024,45859,20804,45280,16407,24757,18579,20002,20729,23592,20941,26163,19915,22507,22940,23248,26462,25736,33278,32395,42854,34416,29971,30130,35400,18481,22755,15485,24027,15451,5322,10277,257,1142,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,분당선,1025,도곡,21,0,1237,1458,3872,6312,10919,18418,16281,29782,12620,20940,10135,8946,10815,9836,10666,8984,11651,10424,11608,9393,13095,10363,17059,11156,18797,12602,26658,15172,14434,13950,9231,9416,8339,8793,6287,8156,1912,5730,93,664,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,분당선,1026,구룡,2,0,839,459,1976,3146,5087,10711,7119,6278,5725,3716,4954,2024,5573,2150,4294,2456,4096,2532,3659,2999,3112,3421,7560,3579,5859,4141,5301,4710,2513,4719,1228,3283,2747,3167,638,3141,295,2780,22,301,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,분당선,1027,개포동,4,0,612,873,2784,5134,8417,5438,8372,8283,5979,7007,4694,5912,4559,3281,6152,3718,5319,4499,4959,4327,5214,4462,6943,5048,8881,6273,7643,8532,4684,7697,3885,5157,3716,4707,2990,5298,1071,3359,41,408,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,분당선,1028,대모산입구,17,0,2053,418,4242,2408,10536,3966,12249,8775,7929,4905,5760,3595,5651,3441,5205,3625,5557,4052,4598,4588,4744,5150,5010,5521,5579,5787,7838,7766,3936,6722,2504,5015,2046,4721,1303,5126,516,3047,36,656,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,분당선,1030,수서,76,2,3119,3180,7864,14590,28741,28922,40330,48692,28430,29663,26387,19712,21082,15826,24420,19807,23135,20513,16912,19980,24777,22524,28606,25556,32756,31104,46394,40521,23233,34444,22510,23889,16810,20508,16118,18048,9765,9642,212,1578,3,0,0,0,0,0,2018-05-03 13:30:17
2018-04,분당선,1031,복정,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,분당선,1846,수원,658,4,3874,690,8207,3373,29882,8030,32916,13976,18274,10893,11027,6688,11243,6279,11445,8869,11744,9131,11544,7707,13638,8552,16728,12483,20336,15548,24277,23978,19036,19927,16889,11630,15016,9024,13536,7866,6009,4665,126,1950,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,분당선,1847,서울숲,29,1,1952,260,5948,4661,17100,8266,26415,28684,17089,20474,9385,12263,9123,11413,10985,12869,11777,16181,12814,15577,14731,15284,18150,14251,21986,15160,30478,21693,17386,18547,10416,11249,8504,9848,5885,10371,2244,5778,54,1221,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,분당선,1848,압구정로데오,60,0,1747,636,3488,11333,5824,23100,9035,66840,8072,87053,8422,39560,13116,31629,16391,29486,19047,29901,22789,29688,29118,28109,35097,26985,45041,31107,71442,38025,58532,28801,49401,11504,35914,7192,27052,6391,9933,3665,361,675,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,분당선,1849,강남구청,42,1,1352,690,2994,5831,8820,14106,12119,49562,10205,39042,9052,19472,10384,14455,10760,14671,13000,15729,13274,15728,16000,15113,15894,16036,21520,17583,46958,21215,26672,16722,16284,9197,13965,7268,10634,7833,4275,4928,141,1086,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,분당선,1850,선정릉,24,0,973,798,2344,5074,5715,13294,8890,58825,6851,43194,6276,17094,7893,12697,10079,11552,10544,11932,11853,10770,13274,9904,14087,10179,20369,10632,46913,13138,26219,9839,14095,5605,13690,4587,10085,4886,4072,3211,141,788,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,분당선,1851,가천대,15,1,5793,902,7655,4525,20388,7106,28776,42888,16911,47773,11714,39857,12332,15177,17758,24291,17058,20344,19915,14626,24832,12704,33917,15092,31591,18857,25793,25881,19111,23437,15621,17817,14567,18011,14634,19043,8731,13707,382,2177,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,분당선,1852,태평,213,17,15918,2222,22984,6793,51116,9098,72462,17843,48663,13832,27198,12343,22818,14348,23477,15392,22653,18085,19883,18729,18913,26277,19664,29107,21247,37121,21720,51520,14113,45027,10616,31075,8694,33031,6165,31755,2602,18228,176,2996,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,분당선,1853,모란,194,6,14574,3407,26009,12275,68821,26544,88896,41698,60123,34144,39341,31306,37595,35481,41220,36469,42179,40149,40573,39584,40614,46440,42671,49144,46436,54661,50696,73808,32851,68045,23372,46182,20657,45650,17050,39280,8643,26320,669,3337,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,분당선,1854,야탑,201,7,8342,3545,20198,16122,64262,43078,77099,103217,51880,62495,41987,41656,41901,40699,44752,45232,47004,46336,45912,49365,48672,47232,54619,55178,65096,64142,95935,84796,58320,77276,42704,48652,39899,39944,32027,37985,12457,23603,838,5043,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,분당선,1855,서현,405,17,5694,2847,13737,11441,39060,40703,47357,88993,35207,78508,30963,51948,34352,43505,39242,41610,41040,47940,43886,45704,48986,47888,52481,48045,67179,58191,97828,72432,69644,64984,62501,36781,50011,30149,43091,26312,18156,15957,1219,2770,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,분당선,1856,수내,163,1,2864,1601,7711,5636,20479,17190,26833,60890,19972,48624,15730,22396,17143,20842,19135,21863,22057,21315,23458,23111,26174,21399,26289,24296,33375,26574,53075,34200,32279,27765,33159,17035,24003,14728,21213,13434,6380,8234,491,1883,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,분당선,1857,정자,357,4,3569,1189,11397,9235,35042,26832,43798,70008,29651,49856,22137,26572,21930,21044,23169,21085,24026,22679,23588,22850,26130,24372,27810,27978,37810,35772,59126,51742,39284,51636,27345,31652,28890,25784,27986,25697,11170,15346,1702,4967,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,분당선,1858,미금,602,8,5231,641,15049,11913,41880,22372,52075,54765,37753,43356,32229,27633,34219,28591,33513,30231,36110,34681,34812,32422,37964,38460,38154,38002,45953,44925,50876,58562,31296,61344,23656,36325,24020,33813,21289,30794,5998,20513,251,4548,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,분당선,1859,오리,799,7,4661,395,17054,7765,43737,16316,51106,34355,34085,21384,25615,15131,23569,13150,22676,15903,22337,17401,21387,17936,21676,17177,23412,21149,28033,21821,38295,33215,19153,33557,14061,22894,14361,18999,11610,19451,4273,12631,229,3587,1,0,0,0,0,0,2018-05-03 13:30:17
2018-04,분당선,1860,이매,26,2,2122,824,5950,3186,16817,11461,18817,17119,13180,9710,10407,8471,9916,7481,11308,8304,9606,9173,10012,9776,8870,10575,11695,10685,17074,13733,14534,16713,8568,15274,5924,9945,6414,9246,7775,9933,1277,6837,133,1418,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,분당선,1861,보정,45,4,1061,58,3737,1197,11251,3086,12934,7741,8661,2483,6434,1618,5137,1926,4648,2326,4104,2807,3610,3069,4127,4462,4064,4957,7349,5624,4276,6672,2417,6848,1650,4854,1535,4513,1241,4212,428,3114,54,773,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,분당선,1862,죽전,1348,6,4539,808,15303,8425,47939,19573,49355,38845,30722,31747,23605,29694,22721,25327,22833,25743,24261,28903,24228,27168,28517,29805,31696,32128,38861,40840,42960,50903,31594,54292,25277,35226,29930,30330,16461,32209,5902,22901,72,11234,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,분당선,1863,구성,64,0,2472,395,7745,2186,24849,4932,27139,8490,15591,4541,10824,3530,8586,3999,7340,4780,7213,4864,5950,6545,6276,8584,6074,10481,7411,12663,7725,19138,4498,19252,3139,12003,2931,11166,2136,11523,761,7871,55,1700,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,분당선,1864,신갈,72,0,2497,359,7580,1255,21066,2472,23310,6310,13789,4359,9776,3698,8427,4188,8112,4894,7467,5563,6378,7048,6127,7888,6733,8338,6935,11868,6150,15846,3237,15552,2369,11167,2133,9971,1635,9546,675,7769,63,1552,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,분당선,1865,기흥,119,1,4181,830,10023,7996,32370,11447,35529,25442,20202,11096,13639,8155,13475,10201,13458,9148,12407,10450,12348,11030,13105,11540,17850,13828,22520,18679,19440,27278,11951,27398,9414,20231,8221,17755,7752,16269,3027,13385,270,2847,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,분당선,1866,상갈,27,0,2624,535,8677,2779,21973,6582,23419,11798,15161,5115,10485,3754,8953,4151,8200,5390,7416,6187,6457,6283,6425,7067,8320,9743,11984,13572,12393,15623,6426,15517,3820,12190,2962,11458,2008,11389,773,8048,88,1504,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,분당선,1867,청명,11,0,1882,679,6975,1651,18915,5683,21370,10587,10333,3967,6761,3241,5739,3346,6053,4303,5434,5015,4745,4807,5442,5176,7025,7888,8571,8954,10443,12369,4878,13876,3371,9392,2999,8523,2279,8080,992,5677,119,1314,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,분당선,1868,영통,80,3,2186,1166,7533,3319,19969,11544,22656,32464,13562,22879,11275,14955,11943,14092,14020,13606,14314,16455,13767,13533,16736,14193,19824,17182,26099,21700,31049,28665,17781,23998,15370,17925,16497,15683,17867,14511,7348,8802,913,2626,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,분당선,1869,망포,91,3,4048,2360,17694,7590,53384,21116,53208,40749,26768,14967,17826,8577,17031,9118,17424,10877,15650,12186,13709,12540,14816,15743,18867,19687,30125,25639,44651,39464,24132,42042,17397,29637,15517,25506,12348,25318,4779,15092,473,4690,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,분당선,1870,매탄권선,61,1,2378,602,7796,1541,19589,5864,20991,12178,11258,5132,7126,2886,6600,3088,7133,3534,6178,3821,4792,5111,5448,6188,7589,7327,10576,10458,9856,16199,5892,14836,4065,10505,3619,9854,2851,9163,1037,6447,95,1624,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,분당선,1871,수원시청,320,7,6121,1135,10504,5139,23901,15297,25890,40716,14330,31175,11758,16278,13123,18299,16898,16664,17029,19001,17335,17376,19557,17623,23345,18962,25995,28659,37562,39218,23293,39133,21940,23324,20714,19732,17528,14857,7685,12675,559,2822,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,분당선,1872,매교,440,3,2578,317,4678,1250,10176,3686,11925,13630,6431,3704,4052,2641,3830,2706,4252,2938,3686,3429,3136,3370,3294,4009,3676,5715,7501,8388,7590,9900,3218,6913,1991,4560,1907,4430,3630,4010,404,2536,45,798,0,2,0,0,0,0,2018-05-03 13:30:17
2018-04,일산선,1948,원흥,119,0,4987,694,13268,7012,38759,5828,41093,9732,22274,6920,15731,6278,12816,5785,12550,7427,11890,8610,9949,9247,9674,11154,12223,12840,14165,17583,13089,23544,7429,29262,5308,18255,5653,16693,4158,17177,1704,11510,292,4415,1,52,0,0,0,0,2018-05-03 13:30:17
2018-04,일산선,1949,지축,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,일산선,1950,삼송,568,3,7098,1421,23075,15038,60639,14115,61519,33223,37476,20464,27483,16654,22712,17240,23070,20240,23808,22087,21036,21628,21305,24341,28010,27512,35218,32664,31358,46106,20496,48170,14699,30109,12972,29372,14721,26166,3879,15236,590,4506,3,164,0,0,0,0,2018-05-03 13:30:17
2018-04,일산선,1951,원당,147,7,10883,1301,22762,6911,55444,10487,56034,15783,33439,11955,24113,10093,20850,12227,20455,13220,19889,13597,16945,16299,16077,19155,15870,23948,18370,29582,19519,38841,11606,42617,7701,29231,6260,24390,4283,25793,1688,15359,248,4268,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,일산선,1952,화정,146,2,11469,1689,26845,7661,65992,13948,69347,34774,42300,27266,34138,23745,31932,25318,33974,26763,34595,29306,32230,33492,31710,39204,33124,42821,35131,51808,36303,67348,21691,66440,17873,43414,19392,35043,18041,33321,7778,21237,1254,6064,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,일산선,1953,대곡,18,0,781,425,2618,1044,6775,1976,6521,3046,3789,2061,2462,1584,2184,1731,2469,1729,2528,1771,2233,1818,2397,2064,2624,2495,3513,2676,5189,3736,2420,4153,1492,2021,1512,1955,998,1772,614,1529,120,724,0,1,0,0,0,0,2018-05-03 13:30:17
2018-04,일산선,1954,백석,50,0,4529,2708,12550,7722,26902,14359,28394,32081,21219,18577,18823,16431,18750,15735,19840,16824,19173,20166,19575,19904,22013,20489,22660,22469,26384,25035,31917,29773,19939,32539,15631,20078,16352,16210,12119,15038,4558,10543,631,3890,1,1,0,0,0,0,2018-05-03 13:30:17
2018-04,일산선,1955,마두,26,0,3267,1750,10642,5809,19794,8707,19096,22915,15674,18176,16461,13947,15605,15360,14965,12868,15550,16660,15309,16306,16908,16317,17894,17053,18594,17183,23729,20667,13605,20857,8285,13512,7502,10780,6767,10515,1928,7327,308,2993,0,1,0,0,0,0,2018-05-03 13:30:17
2018-04,일산선,1956,정발산,55,1,2351,1335,5625,4090,9980,6583,11826,23195,9808,25583,9315,19589,11977,20712,13856,20106,16935,23266,19106,20037,23307,18590,24584,19107,25690,19336,33219,25040,19236,23345,19735,12748,15069,9373,12923,7541,4999,5241,855,2101,1,24,0,0,0,0,2018-05-03 13:30:17
2018-04,일산선,1957,주엽,71,3,4952,1407,17368,4694,29842,9797,29319,18811,22334,14992,20125,13500,19102,14180,18036,13876,17415,16998,15970,16416,17472,20617,18407,20868,18800,23717,18300,26492,10640,30280,8685,19664,6623,15919,6484,14652,1587,10076,176,4348,0,203,0,0,0,0,2018-05-03 13:30:17
2018-04,일산선,1958,대화,184,2,6669,1707,27917,6972,74593,16302,52314,25352,36417,18797,28245,14546,24370,13502,24799,15973,21287,17669,20250,16673,22111,19681,26056,18747,29492,26278,26773,30116,15127,35113,11155,25672,9287,21185,5989,20995,2236,15669,320,6495,7,1124,0,0,0,0,2018-05-03 13:30:17
2018-04,중앙선,1015,회기,635,7,11378,4061,24178,14029,68197,36336,83895,82552,53938,59072,43009,52443,44395,47059,49715,44976,53609,47109,51313,46133,58313,43874,66396,46263,77758,60754,76031,82667,47869,79083,41698,50151,42958,49756,40384,48657,22717,34279,1324,10172,1,0,0,0,0,0,2018-05-03 13:30:17
2018-04,중앙선,1201,중랑,63,2,5824,675,10990,2376,25985,4011,24110,7097,14206,5715,11534,5459,9350,4984,9598,6128,9449,6588,8232,8301,7781,10489,8019,11689,7547,14670,8797,20933,5798,21330,4089,12537,3625,10343,2699,10758,1431,6400,116,1368,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,중앙선,1202,상봉(시외버스터미널),493,5,5878,839,9190,3134,23691,5531,25448,10215,14116,6681,10502,5972,8643,6222,9249,6942,8353,8060,8164,8217,7883,9844,8510,11583,9675,15208,11338,21006,7242,21226,7102,12777,5774,10428,4712,11442,1713,7154,230,2273,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,중앙선,1203,망우,204,9,7088,677,13231,3637,33486,6218,29591,16587,18194,11099,15029,10151,13121,10331,14003,10512,13708,12071,12570,12926,11928,15573,13628,18350,14315,20988,15364,28245,11313,27438,7494,15663,6093,12034,4937,12420,2038,8912,103,2057,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,중앙선,1204,양원,14,1,1586,120,2449,2047,6514,13816,4606,5291,3451,2311,2659,2187,2817,2060,2987,1862,2848,3015,2401,2696,3537,2589,7957,3086,4354,3318,3190,4008,2088,4464,1400,2888,1273,1671,1134,1843,163,1259,15,278,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,중앙선,1205,구리,550,5,8949,1675,21043,6481,62328,13815,51038,22967,29696,21105,22520,15918,22470,15331,22493,15625,21149,19709,19149,19737,19634,21093,22460,29185,25727,36426,25381,45950,16656,51884,15228,33062,10387,24895,8684,25922,3343,18686,284,4516,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,중앙선,1206,도농,462,1,6788,1433,17947,4570,47553,9114,38963,16769,23356,6953,18160,5968,16297,6523,14720,6798,13442,8659,10818,10359,10233,10293,14375,17766,16901,18806,13196,26261,7615,29510,5037,20232,3695,16810,3201,16808,1215,12450,184,4777,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,중앙선,1207,양정,40,1,331,231,921,1009,2654,2627,1986,3572,1398,1494,1172,1550,1208,1269,1142,741,1515,1170,1472,975,1734,1000,2163,1240,3195,1156,4230,1795,1835,1536,803,1000,545,730,236,703,92,557,33,229,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,중앙선,1208,덕소,1558,0,3630,782,11716,1879,30832,5329,27457,7319,16975,5614,13384,6645,11857,6479,10431,6550,9963,9224,8923,7729,8381,11383,8745,14329,9404,17104,8862,22051,5943,24248,4188,14976,3587,11717,2875,12841,1138,10078,242,3773,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,중앙선,1209,도심,2,0,1531,493,6344,1172,17484,2677,13113,5521,7318,2344,5175,2019,4137,2465,4244,2222,3507,2237,2862,2625,3153,4402,3542,3676,3850,6003,3903,7828,1938,7094,1417,5325,1207,3759,936,4936,328,3063,76,922,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,중앙선,1210,팔당,19,0,292,146,726,586,1991,1237,1800,2450,1443,4738,1243,3523,1161,3374,1363,2696,1869,1636,2552,1881,3089,1911,3719,1861,3483,1944,2903,1907,2299,1368,1651,702,1554,646,733,554,221,322,15,83,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,중앙선,1211,운길산,0,0,232,79,906,437,1992,1028,2067,1861,1088,3512,1138,4458,1296,3668,1573,2672,2210,1497,3100,1608,3951,1307,4125,1423,3410,1268,2369,1265,1173,1417,896,852,655,837,200,826,60,590,6,197,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,중앙선,1212,양수,0,0,770,157,2535,1251,7136,2598,4238,3975,3980,5160,3754,4975,3607,4354,3787,3831,4222,3780,4792,3584,5680,3382,6414,4222,5742,4573,4380,4449,2527,4108,1935,4290,1278,3208,618,3279,240,1383,33,870,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,중앙선,1213,신원,0,0,102,4,224,142,646,322,544,678,471,657,403,703,395,685,430,449,571,398,787,418,1092,326,1116,505,846,370,769,370,319,378,179,260,84,330,64,157,13,135,4,69,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,중앙선,1214,국수,0,0,543,59,1403,508,2829,653,2373,3846,2052,1759,1388,2143,1397,2054,1290,1515,1618,1355,1978,1137,2740,1514,4089,1653,2629,1609,1784,2011,853,1653,559,1764,423,1209,119,1373,63,872,12,299,1,0,0,0,0,0,2018-05-03 13:30:17
2018-04,중앙선,1215,아신,1,0,485,11,1114,272,2496,856,1837,2845,1637,1269,1503,1522,1393,1735,1237,1194,1546,1255,1602,1244,1676,1586,2094,1000,2220,1774,1787,2010,1382,1624,678,1297,474,1298,277,1316,105,969,22,397,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,중앙선,1216,오빈,4,0,236,13,678,234,1236,264,1040,659,1000,363,768,648,662,687,617,562,628,464,587,450,813,821,771,523,770,894,559,1089,251,825,227,646,116,512,54,573,10,356,3,153,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,중앙선,1217,양평,35,2,1651,132,3201,2414,12602,4630,7687,8373,6426,6549,6785,6828,6018,8968,7727,7401,7265,5692,7837,7253,8526,6763,8314,7079,9334,10347,8106,8275,4775,7292,4024,6675,3059,4280,2610,3609,966,5054,178,1851,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,중앙선,1218,원덕,49,0,386,15,714,146,1254,357,1363,853,1210,1274,1097,1430,742,1532,847,948,969,512,1139,738,1652,783,1517,816,1188,1180,807,1017,591,695,286,715,129,827,48,659,20,438,1,215,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,중앙선,1219,용문,420,8,1299,8,3464,572,5027,2388,5210,5386,4418,3988,4494,6366,3551,14019,5460,11722,7071,6211,9467,6837,11970,5748,12542,4567,8614,5360,5452,5169,3056,3371,1921,4257,1114,2157,532,2443,152,2212,1,1069,0,1,0,0,0,0,2018-05-03 13:30:17
2018-04,중앙선,1220,지평,0,0,0,0,0,0,293,305,238,324,2,0,242,402,1,2,0,0,0,0,0,0,13,0,870,352,2,25,25,80,96,192,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,장항선,1401,봉명,4,0,807,310,1646,1036,3116,3664,3229,3853,3510,3096,2788,2853,3165,2966,2934,1619,2785,3106,2517,1559,2650,2660,2782,2000,3541,2064,2323,3408,1719,2319,1177,1541,925,1372,627,1394,326,879,103,549,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,장항선,1402,쌍용(나사렛대),4,2,1393,233,4093,811,8821,2336,8337,8327,6102,5499,3951,4671,4479,5143,4381,5426,5486,5102,4031,2541,6457,5407,5785,3704,6796,6870,5910,7007,3562,6074,3720,4967,3038,3469,2193,3745,948,2847,260,1332,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,장항선,1403,아산,7,0,477,548,1999,2889,7103,3998,5837,6670,4854,6029,4056,5545,4541,5786,5012,3993,5189,6249,5813,3209,8955,6254,6490,2972,8840,8111,10605,6235,7870,5488,5873,4541,6704,2967,4041,2712,2448,1679,646,787,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,장항선,1405,배방,2,0,624,101,1675,738,3824,1306,3536,1672,2529,1108,1989,1205,1604,1784,1658,1204,1772,2083,1431,1135,1684,2482,1447,1581,2487,3367,2562,2896,1332,2077,1156,2334,1007,1559,592,1371,346,1455,134,567,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,장항선,1407,온양온천,2,0,1631,798,4845,2815,12238,3230,12592,11066,10647,8333,8649,12129,9830,13175,12176,12913,11123,8561,14611,11359,11644,10598,10971,8992,10701,9451,9582,14922,5878,8151,4338,8045,3444,6042,2242,3962,1359,4268,373,1864,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,장항선,1408,신창(순천향대),14,1,821,73,1441,377,2922,1174,2713,16183,2972,8727,2445,5637,4139,4029,5549,5283,3658,2613,7703,4336,5875,2877,10876,4324,9494,2698,8715,5490,4656,3790,3486,3976,3077,4061,2582,3284,916,2266,182,1258,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경의선,1251,서울역,3,1,699,9,1023,6359,1525,15383,2790,35894,1492,9938,1592,7084,1785,5825,2247,4767,2958,3175,2881,1535,5045,4057,6483,2330,9137,2849,21266,5800,9526,4461,8930,1978,4190,1343,1794,162,1997,1483,1,146,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경의선,1252,신촌,0,0,149,7,409,1253,392,2532,596,7832,594,3020,605,2683,606,1669,905,2319,1083,1059,1091,1201,1474,854,2254,846,4107,1126,3154,2439,1880,1767,1649,557,1823,375,1860,230,1042,496,7,86,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경의선,1261,효창공원앞,16,0,669,230,1806,2011,4463,4038,5692,14973,4386,8125,3073,5407,3089,3738,3509,3319,3763,3474,3734,3437,4214,3330,6080,3562,6231,4099,11408,6353,6715,5307,3907,3732,3682,3331,2960,3902,1246,2569,94,581,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경의선,1262,공덕,22,3,624,111,2095,1482,5986,6565,5856,17409,4278,6098,3537,3071,3547,2949,3931,3363,4114,2932,3805,3312,4074,3295,4624,4035,6224,4948,14614,7290,7104,5409,5450,3790,5776,3348,4915,3087,2558,2150,284,538,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경의선,1263,서강대,0,0,595,155,1533,1464,2712,4120,3299,9321,2766,7003,2536,5480,2392,4317,2950,3777,3399,4108,3392,3647,3835,3237,4970,3319,6170,4151,7201,4703,4713,3713,4217,2414,5629,2236,5120,1966,2368,1589,157,306,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경의선,1264,홍대입구,6,0,592,101,876,829,1632,2926,2211,5373,1564,5224,1590,3768,1410,3412,1719,4487,1935,4254,2167,4358,2722,4307,3321,4521,4294,5638,5878,6862,4430,5477,3981,3453,5084,2792,6025,2205,3062,1853,230,432,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경의선,1265,가좌,6,2,2534,222,7913,2847,20858,3730,23757,8130,12313,8389,8923,6776,8153,5618,8596,7183,7740,7465,7034,8207,7472,8767,8628,10156,9422,11567,9664,13908,5920,15443,4630,8935,3896,7879,3137,6036,1409,5493,60,1035,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경의선,1266,디지털미디어시티,0,0,949,241,2248,1311,7233,2463,6863,4981,4163,4559,3114,2736,2930,2765,3139,2662,3087,2907,3221,2763,3414,2877,3959,3739,5134,4708,5754,7061,3492,5852,2775,3647,2511,3672,2146,3393,1268,2366,108,687,1,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경의선,1267,수색,0,0,871,258,1828,3248,3191,4522,3998,16310,3238,9240,2560,4392,2563,2791,2974,2920,3103,3499,3346,2926,3175,3151,4085,3791,6317,3925,14915,3690,6072,2868,3653,2037,3127,1682,2046,1412,958,1096,42,350,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경의선,1268,화전,1,0,684,341,1548,1192,3699,2587,5282,11746,3525,11772,3901,11776,4256,5481,5155,4471,4671,6507,6123,4152,6417,3443,9987,4253,9404,3754,9415,4725,5609,3701,4096,2444,4181,2541,4313,2701,3466,2546,444,1212,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경의선,1269,강매,1,0,1590,169,5463,1147,18879,1622,16240,3753,7398,1441,5129,1416,4367,1564,3859,1760,3506,2407,2677,2822,2699,3672,2620,4667,3035,6080,4026,8810,1706,11244,1013,6700,969,5756,512,5534,286,4021,31,1674,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,경의선,1270,행신,2,0,3244,1110,14253,4868,45717,5526,36652,10668,18723,6643,12960,4662,12882,5948,11469,6970,10354,8433,8381,8697,7850,10319,9323,13870,12358,18644,11990,27552,7270,36591,6009,15977,6147,15491,5389,14889,2552,10411,515,4085,0,0,0,0,0,0,2018-05-03 13:30:17
