사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2018-04,7호선,2728,어린이대공원(세종대),7,1,4293,909,7865,9793,20156,17304,35573,78700,23574,50161,16051,59704,19975,45417,27477,39888,29502,45335,35648,37667,39993,29063,51731,27152,59192,27818,57746,34280,35759,28083,29724,18411,32059,15723,29879,16728,18535,11287,3462,3870,2,35,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2729,건대입구,45,0,3983,931,6066,8445,14993,22425,23378,51701,18561,40025,15616,32160,18434,27757,20261,31874,23449,30480,28515,28328,31721,26834,38750,29232,46479,35090,46563,54906,37643,46499,42007,23355,38321,19371,36254,15752,18530,9239,3097,5208,3,300,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2730,뚝섬유원지,15,0,5634,625,10387,4676,24733,7452,35022,15350,23337,9716,13423,8619,11691,10096,11489,11972,12100,15090,12091,17524,14196,20139,16238,22112,18868,27310,21426,35831,19756,30380,16705,17935,16951,16341,13680,15609,7042,8539,955,2320,0,4,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2731,청담,18,1,3648,3200,8002,22398,14776,63875,20332,171547,16808,109661,16022,42706,18708,29913,21443,26793,22986,28788,26170,25309,34716,23325,38961,24361,53260,25376,112346,29335,75028,21885,42928,14045,38817,12723,31227,11130,10422,7331,1441,5131,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2732,강남구청,62,0,1823,1567,4492,16445,8239,31914,12348,106821,10508,90318,10047,35688,12438,24063,14395,21181,17558,22603,20839,20050,26056,18442,27716,18485,37964,19081,82021,21429,55135,16152,35248,9538,34007,8321,27107,6696,10856,4697,1801,2168,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2733,학동,5,0,3003,1721,6022,20701,9689,51358,14272,187951,13255,137755,12451,48831,14727,32624,18355,26280,22887,28396,27513,24118,32557,20720,36698,21029,53811,22060,152198,24022,86337,17486,43798,11074,41996,9472,32086,7758,14162,5781,2308,2027,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2734,논현,31,0,4004,1124,6667,16295,11560,47207,19460,130414,16925,101682,14258,39576,16573,27210,18918,24672,21287,27684,24275,25667,27957,24010,31478,25651,43653,29257,103138,40494,66949,30142,42635,17172,45693,13408,42393,11703,22970,7561,4431,2985,2,1,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2735,반포,0,0,1082,974,3629,10035,9936,13986,14824,24511,10484,19343,7465,10818,7428,10351,8355,12225,9452,10559,9339,9802,11086,9334,15377,10252,18969,10949,20825,13421,15368,10655,11543,6499,12424,5456,11021,5377,2993,3227,424,1057,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2736,고속터미널,22,0,2062,2648,4477,38669,11741,42584,22802,65143,26127,49578,27370,35770,30385,33326,33776,31750,35042,34822,34478,33771,41312,30164,50935,30148,62211,32033,69575,36839,50962,26527,52032,14940,48551,12178,40304,7372,15843,4721,1523,1278,1,1,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2737,내방,4,0,2321,1498,8459,10851,22232,24561,34011,95211,23839,47940,17277,22644,16960,16769,18548,16887,20246,19077,20348,18486,21108,18950,24736,19966,33083,23424,73642,32452,34376,26954,21727,17669,23384,14455,17489,13580,6880,8609,1099,3804,1,441,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2738,이수,27,0,5347,1076,11015,10398,31227,16533,50867,48005,30905,32963,21550,22381,21234,20688,22914,20916,26332,23489,25682,23136,26305,25655,27703,28611,32375,36698,46174,57407,29239,48897,27101,27863,29855,24081,27785,21680,15461,12830,2978,4405,1,154,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2739,남성,1,0,6228,1014,14020,5209,43401,7558,62954,18573,34966,14951,21377,12680,17610,12962,18626,12666,18955,14950,15602,14770,15609,18061,16298,21448,17177,26121,19213,40980,12696,36243,10603,23482,9662,22566,7763,21452,3597,14187,686,4651,0,14,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2740,숭실대입구(살피재),10,0,6559,973,14633,5446,44962,10255,61485,53255,35060,33423,22590,43524,21610,29409,21929,22969,24326,27309,25048,24113,27085,22718,37914,26237,41932,31607,35277,50526,25416,43814,21406,28698,26824,26256,23616,26245,13803,18469,2597,5648,2,3,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2741,상도,0,0,4444,1880,13166,7841,35745,9098,47165,30842,27500,21714,18481,22496,16563,16627,17238,17161,17886,15940,16702,16693,17734,15667,21782,18889,24218,22349,25346,36888,14917,30833,12542,20609,15015,18979,12555,19023,7831,13344,1423,4293,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2742,장승배기,8,0,7778,861,13752,4813,36672,10531,50950,21487,31224,15253,19656,12182,17403,12179,18012,13876,17822,15122,16119,15217,15238,17934,16939,20929,16918,25254,20750,38446,12681,32897,10118,21488,9775,20772,8389,19344,3586,12156,615,4436,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2743,신대방삼거리,24,0,10495,1204,20007,6121,59492,15295,87188,38608,46733,23979,27698,16002,26335,14867,26706,16214,24207,18949,22218,20301,20818,23586,23244,27857,24947,33653,33625,57423,20314,54212,15469,35437,12972,32919,11339,30023,5425,20260,813,6891,0,33,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2744,보라매,11,0,5578,2192,8078,7483,22214,22488,32437,39398,18568,15931,12688,10134,12923,9790,13604,12381,13417,12156,13436,11238,15021,11871,20037,13726,19792,17294,30671,27366,14801,23312,11099,14485,10787,13784,8198,12693,3425,7980,554,3071,1,95,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2745,신풍,44,1,10995,2088,17249,7761,41165,12196,53275,22374,32034,15311,20126,13842,16647,11903,18120,12303,17578,13965,15538,14063,15326,16879,17911,20160,20440,27929,22912,38636,14494,34422,10254,21729,9629,21728,7188,21311,3320,12537,498,4064,1,811,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2746,대림(구로구청),42,1,13174,1310,9761,4332,17854,8122,26252,21522,20837,18393,14849,18791,15065,21985,17318,18250,18999,18681,19235,17299,19996,18427,21302,19753,22807,26205,25331,32588,18878,23856,15520,16136,12972,16745,10084,15706,5221,7411,787,1817,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2747,남구로,68,0,21559,2109,17897,8254,37782,28359,41723,113663,29318,48788,19772,21422,17408,18564,18265,17159,18536,18400,17161,18349,17939,20256,21109,23953,32518,37912,81363,41100,44356,29925,25132,20341,19174,22583,13185,21610,5949,11393,952,2964,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2748,가산디지털단지,763,6,7590,4602,10708,22293,21290,104340,22499,420372,20013,201510,19547,57642,23291,42158,29937,39670,37915,41459,40483,39049,50183,35458,62637,35582,130984,35175,326675,37706,161176,31305,90716,16663,82493,13534,42917,12046,18249,8112,2482,3004,1,1,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2749,철산,15,0,12511,3489,33130,9253,101857,17755,112659,35229,60948,28990,38512,23236,34124,23048,34766,26717,33011,30680,29764,32155,30484,36412,31017,43470,37904,59694,43896,100172,28505,100241,24160,57207,24531,48234,22094,46185,10420,30783,1643,9953,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2750,광명사거리,250,21,26006,5372,40017,13286,111395,20961,132946,30571,70764,26840,45251,25466,39589,27460,40878,30702,39474,33947,35606,36394,34249,43930,36715,51510,41496,65407,44614,105016,32534,98089,23590,58132,19129,52614,14247,49555,6687,31371,958,8940,1,40,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2751,천왕,5,0,6805,985,13422,5383,41093,8828,45727,14691,23947,7831,15507,6639,12578,6949,13531,9160,12095,10169,11006,10665,11652,13153,13646,15238,13814,17914,14152,29501,9338,30983,5919,18909,5019,17396,3558,16338,1654,11015,247,3748,0,79,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2752,온수(성공회대입구),78,0,7240,1246,17297,5883,54687,17140,61876,26765,27304,19449,15936,9365,14569,9185,14705,10609,13580,11280,12033,11376,14313,13109,19974,16070,22299,20619,19315,39882,10527,39355,7927,24379,8742,22702,6135,20071,2882,13038,532,6998,1,1021,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2753,까치울,2,0,3364,675,10312,3327,33838,5223,42633,11098,20142,6876,11819,5803,10205,8025,10975,8952,11655,9181,11428,9149,11776,10884,11865,12692,12409,18559,12230,27100,8355,26040,5863,17919,5283,15334,3865,16101,1544,8708,176,2374,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2754,부천종합운동장,0,0,3467,900,7953,2883,24938,5232,26410,11858,14659,7805,8660,12081,9113,12445,11885,10322,12306,10621,12376,9707,14703,8704,13413,8657,11500,10356,12351,16222,6479,14825,4305,9963,4168,8855,2135,8923,1028,6139,111,2012,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2755,춘의,0,0,4939,1198,9799,5409,26519,29790,28455,52288,16616,14635,11308,8650,10289,6939,10961,7686,11015,9344,10476,9148,10350,9247,12030,10890,23468,13608,40337,20444,18739,20666,13023,14396,11341,13046,5418,11367,2062,7844,301,2701,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2756,신중동,6,0,5400,1676,18186,5336,53015,15836,48512,42506,26874,27690,20060,16329,19555,15140,21091,16425,20148,18322,19554,18669,20767,20409,22296,23222,27535,28832,41370,44910,22212,50357,22951,28320,15852,22799,12567,21602,6158,16363,1068,5729,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2757,부천시청,18,0,4954,1326,16110,5194,45544,16352,41459,30960,21728,20506,15970,13335,16003,14342,17000,15422,16774,18799,16088,18120,17885,19943,20567,21206,26682,25967,30124,43182,20672,44778,21317,24917,17142,18699,14602,17336,5561,13269,895,4255,0,37,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2758,상동,24,1,5084,1844,16583,6981,47703,14301,41268,32172,23461,31185,18122,19357,17814,21102,20047,22634,22221,23554,22389,23524,24170,23653,25420,25989,28292,32196,34707,50397,23369,46277,20824,29026,23299,21442,22775,18922,8735,15045,1553,4668,1,405,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2759,삼산체육관,2,0,3108,328,9931,1554,27761,3811,25784,8427,13452,4353,8546,3983,8914,3888,8453,5143,7641,5906,6921,6090,7504,7229,8465,8177,7797,10885,7458,16780,4815,17306,3263,11773,2905,10261,2097,9696,997,7439,155,2368,0,573,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2760,굴포천,7,1,5858,516,15647,3190,42717,6064,43305,13427,23890,10288,14839,7669,13647,8126,13805,9386,13021,10602,11671,11589,11062,13767,12289,16250,13504,22273,15759,37283,10015,39850,7651,25934,7364,22419,6158,20311,3524,13264,506,4672,0,859,0,0,0,0,2018-05-03 13:30:17
2018-04,7호선,2761,부평구청,20,1,8292,1258,24212,6316,69981,12685,58024,13945,30403,8312,19422,6376,16791,6512,16336,7842,14666,9566,12097,10381,11861,12325,13326,14724,20166,20485,17548,31905,11159,38471,8635,25904,7037,24152,5734,21768,2433,15264,318,5955,0,1872,0,0,0,0,2018-05-03 13:30:17
2018-04,8호선,2811,암사,3,0,13398,1083,28314,8460,91499,9604,111133,20539,56146,15682,31470,11491,26924,13338,27076,15314,26024,18448,21799,20061,20276,27305,22343,31448,24668,40918,25923,65997,16756,63248,11381,39852,9729,38734,6463,34741,2825,22438,512,5821,1,960,0,0,0,0,2018-05-03 13:30:17
2018-04,8호선,2812,천호(풍납토성),44,1,11345,2087,22017,13361,57168,22702,77504,37245,44019,31947,27561,23278,25247,23548,26952,25210,28412,29431,26228,29930,26606,35167,29474,39456,35117,53429,44308,78634,30175,72839,24576,39770,19808,36144,16353,32917,7746,20693,1592,6793,1,308,0,0,0,0,2018-05-03 13:30:17
2018-04,8호선,2813,강동구청,15,0,4397,997,12366,5841,38331,15053,49348,40143,27576,15801,17593,11774,15974,10173,15643,12071,16676,13913,14434,15221,14563,16087,16418,20388,19986,24248,32162,36956,14424,33815,9600,20622,8904,18696,6154,19516,2383,10246,426,3525,0,4,0,1,0,0,2018-05-03 13:30:17
2018-04,8호선,2814,몽촌토성(평화의문),3,0,2073,1227,5021,6614,13720,10305,19478,34731,11791,18449,9057,11555,9097,11289,10591,11589,11237,11772,11999,11369,13845,11036,15513,12147,17643,13557,28732,17902,14956,15245,9299,9299,8458,8144,6511,8350,2908,4426,532,1519,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,8호선,2815,잠실(송파구청),11,0,1564,1731,3407,11576,9255,30693,14858,67493,11351,42845,10018,26809,12104,33406,15432,31725,19497,35765,24423,31584,31068,32728,34312,31556,42332,34451,61332,45195,44307,30655,40692,14959,38330,11383,29855,8514,11298,4753,1660,1778,1,55,0,0,0,0,2018-05-03 13:30:17
2018-04,8호선,2816,석촌,0,0,3776,678,8048,5807,24875,10689,36060,26565,20007,20807,13423,13898,12870,11900,14221,13695,14384,15433,13567,16278,14545,15641,16241,18048,19936,19553,25108,31247,14578,26844,10452,16229,10426,14648,8133,12658,3162,8420,513,2478,1,108,0,0,0,0,2018-05-03 13:30:17
2018-04,8호선,2817,송파,6,0,2031,1339,4991,13006,13120,17448,17338,20531,11210,9482,8110,6668,7731,5363,9501,6073,8150,6875,7625,7874,9306,7711,16716,8968,16914,10213,16881,13993,8648,12124,5695,7365,4770,7015,4043,5959,1455,4148,169,1090,2,103,0,0,0,0,2018-05-03 13:30:17
2018-04,8호선,2818,가락시장,16,0,2663,2236,4586,5863,10237,13507,14034,39784,10977,19277,10212,11631,10633,10848,10645,10900,11885,11446,12345,11513,13560,12216,13575,13009,16007,15963,27888,22262,14573,18237,10911,12270,11872,10289,10172,9024,4766,5578,958,2471,4,479,0,0,0,0,2018-05-03 13:30:17
2018-04,8호선,2819,문정,5,0,2074,1622,6981,10654,23218,33969,31203,154457,19864,71835,15850,22915,16422,18342,17733,15320,19802,20478,21813,17462,25059,18040,27775,17460,41655,21932,114520,27344,43360,25191,26830,14730,24446,12689,21570,13485,6374,7446,919,2573,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,8호선,2820,장지,1,0,4989,1965,18587,9179,56721,22032,63236,58073,37208,37273,23024,22231,20917,22420,22887,25518,25084,25030,22717,23322,26855,25901,32243,29174,37185,38147,55554,53006,33145,48804,23913,28891,27693,24943,20811,25198,5674,15315,863,5091,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,8호선,2821,복정,9,0,4428,1933,14046,8125,43479,11731,50025,25612,29016,23265,17669,14831,15583,9902,17192,11864,17197,11966,17452,11669,18207,12264,22378,15527,27764,21010,31740,30879,18751,31859,12961,20860,10576,18652,9009,17901,3453,8692,440,1881,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,8호선,2822,산성,7,0,5050,1122,8595,3842,23249,3960,29223,15190,15541,7016,9533,6666,8174,5384,9625,5407,8995,6126,8356,6588,8491,8253,10551,10553,12298,13170,8757,19863,5359,18485,3966,12518,3310,11893,2055,12690,954,6896,178,2030,0,22,0,0,0,0,2018-05-03 13:30:17
2018-04,8호선,2823,남한산성입구(성남법원.검찰청),73,1,10376,1394,23300,4955,59425,13007,75464,40755,38662,33512,25015,20156,22376,13085,24169,15589,21716,18858,19621,15609,21259,19240,25324,22712,28045,29495,30540,43416,15576,40883,10866,26902,8668,27071,6761,27933,2703,17270,360,5467,0,4,0,0,0,0,2018-05-03 13:30:17
2018-04,8호선,2824,단대오거리,9,0,9227,1412,16799,4965,42783,11767,50722,25946,27309,14450,18067,10699,17448,8542,19312,11290,18445,11538,16203,13281,17130,15139,19018,21135,20845,24371,25838,38534,15739,35923,10561,25095,9083,22769,7551,21437,3436,13909,580,4262,1,195,0,0,0,0,2018-05-03 13:30:17
2018-04,8호선,2825,신흥,3,0,4417,574,6813,2258,15011,3223,17831,5664,11135,5232,7518,5152,7039,5484,7189,6712,7389,8372,7279,8771,7847,9526,8471,11535,9812,13171,8342,17429,6069,16760,4685,10688,4272,9744,3183,7923,1630,5173,287,1672,0,288,0,0,0,0,2018-05-03 13:30:17
2018-04,8호선,2826,수진,0,0,3604,647,6481,2488,16217,4848,21681,15020,12143,7415,8938,5861,8684,6896,9695,6043,9264,8834,8399,8822,8817,9057,11017,9344,12105,10924,10308,15389,6365,14494,5191,9085,5143,8339,3302,8216,1342,5319,195,1752,3,251,0,0,0,0,2018-05-03 13:30:17
2018-04,8호선,2827,모란,7,1,2287,434,3153,3166,9736,5367,13376,10576,7293,6192,6590,5859,8056,6934,9633,6908,10355,7706,10470,7038,11441,7344,13118,7417,12493,8434,12531,9850,8066,8047,5312,5110,4928,4921,4726,4290,2417,2495,670,1380,1,445,0,0,0,0,2018-05-03 13:30:17
2018-04,9호선,4101,개화,18,0,3095,256,15004,3361,45754,4939,36090,7974,18094,5071,12941,3861,9748,3671,8697,3936,7449,4326,6359,5552,6794,6659,8116,8233,11236,9483,12544,17224,5973,21011,3712,12955,2661,10254,1339,8300,628,6049,171,1613,0,72,0,0,0,0,2018-05-03 13:30:17
2018-04,9호선,4102,김포공항,5,0,2446,2498,5061,16173,15207,20209,16477,22417,14584,19394,11796,19485,14219,20850,14349,22954,16075,24751,17275,23627,20423,22023,17680,25264,21637,31627,26650,34770,20704,25184,17987,11621,17739,8064,19322,6166,6499,4017,292,1995,0,238,1,1,0,0,2018-05-03 13:30:17
2018-04,9호선,4103,공항시장,1,0,2785,367,4794,1447,10256,1750,10460,4136,6510,3387,5304,3070,4589,3093,5238,3799,4760,4302,4203,4680,4298,5687,4400,6258,4533,7532,5052,10757,3104,10810,2695,7457,2228,6266,1840,7119,883,5059,166,1907,0,21,0,0,0,0,2018-05-03 13:30:17
2018-04,9호선,4104,신방화,6,1,6019,650,15357,3700,39090,7330,35289,14937,20377,7262,14534,5876,12415,6278,13064,7864,12139,9098,10448,10194,11444,12203,14585,14467,11524,17702,12583,29324,7452,30387,6154,18900,4923,16893,3988,16887,1523,12722,294,4321,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,9호선,4105,마곡나루,3,0,2694,565,7488,6162,22412,12049,21398,28393,10323,15450,7716,8201,8025,6151,8751,6856,9064,6939,8583,7255,9243,7441,11456,8867,20339,10526,31659,17136,14059,20005,9782,12931,8473,11878,7050,12237,3249,8785,505,3035,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,9호선,4106,양천향교,1,0,4689,842,11388,6700,31296,9057,28553,28829,16836,14489,11895,8340,11689,7399,12544,8612,12321,8908,11017,9424,11602,10767,13720,12575,17610,15415,24874,22924,11713,25768,7609,17803,6878,15849,5450,16215,2335,11614,427,4169,0,4,0,0,0,0,2018-05-03 13:30:17
2018-04,9호선,4107,가양,104,1,14860,1595,30420,10682,85036,27881,80735,44262,47411,25326,35323,20346,33181,17598,33682,20069,33238,23764,29290,26024,29128,29592,31424,33655,38710,40953,45489,63077,25421,69033,17471,44869,15587,38831,11351,40345,5049,28404,738,9931,1,1044,0,0,0,0,2018-05-03 13:30:17
2018-04,9호선,4108,증미,0,0,2391,626,7754,2913,22366,8230,20897,36488,11716,13822,9863,7351,9479,7921,9860,8017,10218,8596,9722,10128,10394,10837,10878,12042,13076,12397,32530,19564,12269,19632,7684,12439,6800,9831,4651,9866,2026,6401,286,2163,0,1,0,0,0,0,2018-05-03 13:30:17
2018-04,9호선,4109,등촌,1,0,5031,897,13457,6041,42691,8910,45195,19054,22789,13638,17519,11071,17143,10966,17860,12065,17232,13367,15679,14826,15924,17927,18589,20291,18329,22659,19798,37495,10992,36967,8750,22424,7457,18684,6097,18554,3186,12091,704,3946,0,1,0,0,0,0,2018-05-03 13:30:17
2018-04,9호선,4110,염창,17,0,10727,713,29331,7526,77393,9336,83230,20923,45483,13247,29856,10311,25978,11233,25491,13495,23395,14848,18774,17542,18142,21872,19626,27994,22823,32658,26509,62851,15109,63636,10945,42174,9495,37859,7638,41154,4026,26580,713,8075,0,4,0,0,0,0,2018-05-03 13:30:17
2018-04,9호선,4111,신목동,8,0,1650,513,7312,1640,20713,3734,19689,5584,9701,3748,7299,2917,6060,2799,5922,3500,5165,5179,4618,4853,4872,5332,5727,6209,6768,7704,7069,13340,3894,12167,2735,8166,2460,7787,2223,7859,940,5847,221,1959,0,1,0,0,0,0,2018-05-03 13:30:17
2018-04,9호선,4112,선유도,0,0,2183,919,6492,4564,19285,10513,20719,42102,10378,16073,8128,7550,8143,6847,8799,6989,8758,7875,8406,8619,9822,9062,11674,9580,15616,9919,35088,18657,15970,15632,8202,9826,6769,8939,5312,8720,2300,5119,377,1892,0,2,0,0,0,0,2018-05-03 13:30:17
2018-04,9호선,4113,당산,12,0,7143,1551,19916,6660,52489,16581,63356,38888,38717,23961,29534,16604,28633,18593,29942,20360,29476,22053,26353,21198,25486,24707,27673,28810,35661,36099,47990,61969,29404,53867,21773,35872,20534,34885,17594,36588,9612,22823,1666,8133,0,453,0,0,0,0,2018-05-03 13:30:17
2018-04,9호선,4114,국회의사당,5,0,1212,1566,2060,12417,4622,51177,7243,162073,8330,60719,11015,32609,16034,30697,23007,30059,27137,35896,34755,29330,42210,25919,45692,22572,62049,21395,141215,24058,55509,15594,36443,7792,38261,5466,26376,4233,9709,3068,1562,997,0,1,0,0,0,0,2018-05-03 13:30:17
2018-04,9호선,4115,여의도,8,0,2046,2315,4852,17740,8727,99006,10891,131471,11843,50324,13840,26230,18726,26405,19686,26041,25008,30449,26332,26635,32051,25490,38794,23621,69807,23647,136460,31118,65205,22260,45552,12168,45530,9295,31546,8459,11891,5649,1856,1844,0,2,0,0,0,0,2018-05-03 13:30:17
2018-04,9호선,4116,샛강,6,0,848,999,2214,4857,5235,14874,5643,26880,4843,14904,5083,8965,6243,8454,6604,7638,7725,7607,8587,7742,9770,7614,10455,8208,15710,9542,27193,12889,12788,9726,9628,4958,10167,3876,7301,4299,3814,2213,665,1072,0,260,0,0,0,0,2018-05-03 13:30:17
2018-04,9호선,4117,노량진,155,3,13416,2538,23422,19418,64973,60436,90817,83512,51169,47088,32957,31748,32603,34239,38918,43612,47181,44724,40704,37202,39530,40537,43402,46655,51638,61948,71733,93491,41716,75154,39043,47735,48967,45721,69938,46549,21046,29194,2112,7820,0,185,0,0,0,0,2018-05-03 13:30:17
2018-04,9호선,4118,노들,34,0,3576,321,6447,1629,19859,2795,21072,5651,12304,4913,8418,4690,7638,4022,8123,4383,7947,5382,6671,5658,6216,7006,6213,7808,7172,9602,7622,14446,4578,13744,3304,9200,3217,8358,2847,9174,1103,5251,234,1586,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,9호선,4119,흑석(중앙대입구),22,0,3812,1604,6647,10100,17214,14655,21679,34296,15073,22650,12848,23697,14236,15626,16526,18241,17497,17514,17534,17155,21690,14956,26617,15688,33518,20584,29743,28866,18109,23840,15409,15451,15608,14145,14851,14324,9748,9766,1874,2787,0,149,0,0,0,0,2018-05-03 13:30:17
2018-04,9호선,4120,동작(현충원),7,0,981,307,1742,1436,5398,1842,6646,5693,4067,4566,3190,4245,6184,3601,5924,4068,4548,4898,6206,4663,7651,3911,6716,3104,6440,2989,4727,3882,2330,3587,1676,2179,1471,2061,1132,2151,601,1381,136,1000,0,181,0,0,0,0,2018-05-03 13:30:17
2018-04,9호선,4121,구반포,0,0,641,338,1699,1646,5884,3950,6291,7181,4713,5598,4022,5731,4410,5663,4997,5611,6147,6002,6049,5529,6099,6055,6249,6403,7146,7264,8724,9165,5986,8686,4472,4521,4336,3814,4644,4001,1098,2283,137,722,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,9호선,4122,신반포,1,0,773,422,2659,2499,8639,7952,10981,9828,7484,7069,5293,4818,5035,4546,5811,4677,5951,5829,5563,5423,6505,6046,7704,6574,8125,7457,9665,9587,6204,9229,4629,5096,4078,4587,3018,4997,1046,2728,134,907,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,9호선,4123,고속터미널,2,0,2259,1890,5516,16207,17105,21178,21132,30187,16314,31469,14310,33551,16394,37849,19853,38979,22172,41063,24099,43119,27278,45194,31951,48054,34770,51273,36483,59978,31969,47910,30336,28777,26779,22371,20360,20476,7763,11215,1049,2769,0,6,0,0,0,0,2018-05-03 13:30:17
2018-04,9호선,4124,사평,0,0,756,309,2091,3660,7790,4792,9447,4684,5926,3055,4433,2391,3689,2240,4359,3062,4229,3908,3540,3996,4553,3905,6579,4723,7174,5150,6052,7793,4083,7393,2502,4288,1855,4066,1458,4468,607,2716,138,987,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,9호선,4125,신논현,63,0,5428,1516,14579,17655,36177,46343,44524,93788,31420,83209,26334,45245,28889,41215,34770,40433,40545,44623,41868,41438,45692,42325,53320,46104,69001,58074,107443,91568,78019,81375,58312,38643,64624,31713,63919,27272,34161,16435,6072,4718,1,601,0,0,0,0,2018-05-03 13:30:17
2018-04,공항철도 1호선,4201,서울역,112,0,5554,1225,6514,11978,12770,17971,18138,27134,16427,22017,17470,18257,22577,18279,24002,16885,24589,19788,19082,17200,27875,16991,28603,18683,31435,18419,31423,21779,24420,18538,18707,13396,22014,12230,14895,10274,6198,5193,185,2971,0,1,0,0,0,0,2018-05-03 13:30:17
2018-04,공항철도 1호선,4202,공덕,45,0,1573,118,2307,1020,4999,2804,5707,8883,3446,3697,2671,2506,2348,2589,2714,2389,2460,2874,2341,2819,2426,2957,2527,3807,3254,4904,6647,9188,3793,7554,2825,4434,2813,4245,2304,4383,1402,3134,117,1301,0,0,0,0,0,0,2018-05-03 13:30:17
2018-04,공항철도 1호선,4203,홍대입구,165,5,4893,664,6562,7809,11543,8286,14171,20840,12538,18541,12438,14768,12643,13922,12740,16238,12722,18316,13424,16656,14741,17308,18821,17570,23463,20933,27029,30994,21811,26245,19659,15548,23257,13992,24381,12159,13173,10805,1202,2903,1,1,0,0,0,0,2018-05-03 13:30:17
2018-04,공항철도 1호선,4204,디지털미디어시티,71,0,3311,710,6973,6764,17150,22904,17969,89598,10922,38214,8371,15344,9755,12373,10939,12831,12583,13595,13444,11425,13880,10521,17084,11774,30236,12986,89701,17456,39171,16222,23528,9111,23377,8061,19278,7366,7867,5329,856,2704,0,2,0,0,0,0,2018-05-03 13:30:17
2018-04,공항철도 1호선,4207,김포공항,50,0,2430,1713,4332,11766,9551,23235,14997,22471,18087,11187,14798,11078,18809,11074,17564,12803,19688,12556,19955,11341,21327,10899,17385,12900,23956,14699,31633,15395,21306,10948,16147,5463,18232,3959,19158,3512,6795,2227,243,1142,0,53,0,0,0,0,2018-05-03 13:30:17
